Link,Title,Location,Asking Price,Cash Flow,Gross Revenue,EBITDA,FF&E,Inventory
https://www.bizbuysell.com/Business-Opportunity/21k-m-profit-easy-to-manage-dtc-ecommerce-brand-turn-key-setup/1948871/?d=undefined,"
                    $21k+/m profit. Easy to manage DTC Ecommerce Brand. Turn Key Setup.
                ","
                    Fort Lauderdale, FL (Broward County)
                    
                ","$380,000
                        ","$253,736
                        ","$801,954
                        ","N/A
                        ","N/A
                        ",
https://www.bizbuysell.com/Business-Opportunity/telecom-company/1773444/?d=undefined,"
                    Telecom Company
                ","
                    Wayzata, MN (Hennepin County)
                    
                ","$450,000
                        ",,"$500,000
                        ","N/A
                        ","N/A
                        ",
https://www.bizbuysell.com/Business-Opportunity/information-technology-training-center-for-sale/2002696/?d=undefined,"
                    Information Technology Training Center For Sale
                ","
                    Lauderhill, FL (Broward County)
                    
                ","$100,000
                        ",,"N/A
                        ","N/A
                        ",,
https://www.bizbuysell.com/Business-Opportunity/established-premium-motorsports-artwork-brand-ecommerce/1984173/?d=undefined,"
                    Established, Premium Motorsports Artwork Brand - Ecommerce
                ","
                    Dallas, TX (Dallas County) (Relocatable)
                    
                ","$425,000
                        ","$120,000
                        ","$400,000
                        ",,"$70,000
                        ",
https://www.bizbuysell.com/Business-Opportunity/profitable-software-marketplace-online-ordering-for-restaurants/1981018/?d=undefined,"
                    Profitable Software/Marketplace Online Ordering for Restaurants
                ","
                    Virginia (Relocatable)
                    
                ","$650,000
                        ",,"$125,000
                        ","N/A
                        ","N/A
                        ",
https://www.bizbuysell.com/Business-Opportunity/cell-phone-tablet-and-laptop-repair-business-in-need-of-marketing-guru/1984074/?d=undefined,"
                    Cell Phone, Tablet, & Laptop Repair Business in Need of Marketing Guru
                ","
                    Chicago, IL (Cook County)
                    
                ","$30,000
                        ",,"$390,000
                        ","N/A
                        ","$3,000
                        ",
https://www.bizbuysell.com/Business-Opportunity/successful-amazon-business-home-based-location-independent/1984856/?d=undefined,"
                    Successful Amazon Business (Home-based, Location-Independent)
                ","
                    Phoenix, AZ (Maricopa County) (Relocatable)
                    
                ","$1,900,000
                        ",,"N/A
                        ",,,
https://www.bizbuysell.com/Business-Opportunity/digital-marketing-agency-in-usa-and-canada-for-sale/1848298/?d=undefined,"
                    Digital Marketing Agency In USA & Canada For Sale!
                ","
                    Alberta Canada (Relocatable)
                    
                ","$215,000
                        ","$55,000
                        ","$350,890
                        ","N/A
                        ","$169,000
                        ",
https://www.bizbuysell.com/Business-Opportunity/141-600-amazon-pet-food-and-supplies-fully-staffed-run-for-you/1984895/?d=undefined,"
                    $141,600  Amazon Pet Food & Supplies (Fully Staffed/Run-For-You)
                ","
                    Chicago, IL (Cook County) (Relocatable)
                    
                ","$84,960
                        ","$65,136
                        ","$141,600
                        ","N/A
                        ","N/A
                        ",
https://www.bizbuysell.com/Business-Opportunity/sale-pending-rustic-mens-watch-and-apparel-brand-15-store-locations/2006603/?d=undefined,"
                    Sale Pending: Rustic Mens Watch & Apparel Brand (15 store locations)
                ","
                    Pine, CO (Jefferson County)
                    
                ","$80,000
                        ","$25,000
                        ","$36,000
                        ","N/A
                        ","$2,000
                        ",
https://www.bizbuysell.com/Business-Opportunity/shop-talk-cad-cam-software-established-in-1988/1964031/?d=undefined,"
                    Shop-Talk Cad/Cam Software. Established in 1988
                ","
                    Houston, TX (Harris County) (Relocatable)
                    
                ","$500,000
                        ",,"N/A
                        ","N/A
                        ",,
https://www.bizbuysell.com/Business-Opportunity/real-estate-marketing-photography-in-central-california/2014134/?d=undefined,"
                    Real Estate Marketing Photography in Central California
                ","
                    California (Relocatable)
                    
                ","$80,000
                        ","$60,313
                        ","$195,653
                        ","N/A
                        ","N/A
                        ",
